Site,Timing,Sensor,Method,plot,MW,floral,woody,grass,broadleaf,bare,wetland,unclassified,area_sampled,site_area,plot_area
DOT (OH),Late season,2,Square plot,3,6,0,0,38,61,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,3,0,0,0,62,32,6,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,3,0,0,0,71,28,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,3,0,0,0,89,4,7,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,3,0,3,0,35,42,23,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13929.36,1392.936
DOT (OH),Late season,2,Square plot,3,0,0,0,46,34,20,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,81,1,18,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,2,0,83,8,9,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,1,1,0,67,7,26,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,94,3,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,96,2,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,98,1,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,97,2,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,85,2,13,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,0,0,62,18,20,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,4,0,6,0,49,48,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,0,0,81,13,6,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,1,0,12,87,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,4,3,0,90,7,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,6,3,0,67,32,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,5,0,18,68,14,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,1,0,97,2,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,0,0,25,45,30,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,0,0,95,1,4,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,1,0,0,92,3,5,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,5,0,0,0,81,0,19,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,1,0,0,85,5,10,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,2,0,80,20,0,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,78,20,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,70,21,9,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,53,17,30,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,55,38,7,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,88,3,9,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,4,0,18,52,30,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,70,2,28,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,6,0,0,0,66,22,12,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,87,8,5,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,20,80,0,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,82,15,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,84,15,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,70,27,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,92,7,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,81,19,0,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,4,95,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,4,96,0,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,7,0,0,0,90,8,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,28,12,60,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,98,0,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,97,2,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,0,99,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,10,86,4,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,8,90,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,72,20,8,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,75,16,9,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,92,7,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,8,0,0,0,75,16,9,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,91,8,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,90,9,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,93,6,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,59,41,0,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,87,12,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,99,0,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,96,2,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,1,2,0,86,12,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,1,1,0,75,25,0,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,9,0,0,0,65,30,5,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,96,0,4,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,98,0,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,96,2,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,2,0,78,20,2,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,90,2,8,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,50,40,10,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,65,30,5,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,52,47,1,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,96,1,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,Square plot,10,0,0,0,96,1,3,0,0,1,13929.36,1392.936
DOT (OH),Late season,2,CCAA,6,433,1,0,58,42,0,0,0,139.4,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,1,74,0,4,4,9,74,0,9,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,2,234,0,4,6,7,78,0,5,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,3,12,0,2,7,3,81,0,7,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,4,299,0,1,4,7,86,0,2,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,5,283,0,1,6,6,84,0,3,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,6,1,0,1,9,4,80,0,6,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,7,8,0,10,7,11,66,0,6,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,8,32,0,8,6,12,69,0,5,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,9,37,0,6,8,8,73,0,5,1392.936,13929.36,1392.936
DOT (OH),Late season,2,Machine learning,10,0,0,1,10,6,80,0,3,1392.936,13929.36,1392.936
